date,store_number,store_name,city,county,sales
2020-04-12,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,30664.56
2020-11-29,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,42861.100000000013
2021-09-26,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,32726.299999999992
2021-01-24,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,29137.79
2021-11-28,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,40268.26999999999
2018-06-24,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,13810.780000000002
2020-01-26,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,25527.059999999998
2019-08-25,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,54537.790000000008
2021-12-19,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,29111.030000000002
2018-11-04,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,12571.529999999999
2020-09-27,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,53787.029999999992
2021-08-08,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,18014.870000000003
2019-02-17,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,12787.689999999999
2021-01-31,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,23624.769999999997
2018-10-21,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,26522.87
2018-07-29,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,62843.729999999996
2018-04-22,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,12701.11
2020-12-13,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,25680.899999999998
2020-09-06,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,52868.560000000005
2021-04-18,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,24286.76
2020-08-09,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,53190.55
2019-09-01,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,12118.169999999996
2020-07-26,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,24174.489999999998
2019-05-19,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,23135.050000000007
2021-11-14,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,23462.97
2019-04-14,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,20560.13
2021-02-14,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,32763.309999999998
2021-07-04,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,35445.969999999987
2020-06-21,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,28081.000000000004
2018-09-02,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,19881.48
2020-04-05,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,28061.000000000004
2018-03-11,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,25284.150000000009
2020-11-01,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,32079.770000000004
2019-09-08,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,17410.320000000003
2020-03-01,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,51303.16
2021-04-04,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,26317.829999999998
2021-07-11,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,27069.72
2018-03-25,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,16553.3
2019-09-29,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,23209.280000000002
2021-10-31,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,48678.849999999991
2018-04-29,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,13591.990000000002
2021-08-29,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,11067.759999999998
2019-01-27,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,15746.059999999998
2020-02-09,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,13125.7
2021-12-26,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,68284.87999999999
2021-05-09,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,32349.059999999998
2019-11-17,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,36197.78
2021-06-20,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,30571.989999999998
2018-04-15,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,16559.45
2018-06-17,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,28189.639999999996
2018-01-14,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,12380.090000000004
2019-03-24,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,14361.89
2019-03-10,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,35038.240000000005
2021-09-12,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,37168.42
2020-03-08,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,64203.229999999989
2018-08-12,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,14067.630000000001
2021-05-02,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,41025.160000000011
2018-01-21,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,9424.7899999999991
2018-05-27,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,21531.750000000004
2019-05-12,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,9271.8100000000013
2019-10-27,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,15494.980000000001
2019-05-05,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,18852.27
2019-03-31,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,14410.720000000001
2020-12-06,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,38404.82
2021-07-25,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,12716.52
2019-03-03,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,14494.09
2020-02-02,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,16930.01
2018-06-03,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,14370.880000000003
2021-01-17,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,38690.929999999993
2019-02-24,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,17843.16
2019-11-24,2635,Hy-Vee #4 / Davenport,Davenport,SCOTT,52318.239999999991
2018-07-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,35868.31
2018-03-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8549.0000000000018
2018-04-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12525.29
2021-06-20,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,27158.52
2020-06-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,29559.389999999996
2020-07-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24263.499999999996
2020-11-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,29934.2
2020-06-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,28544.93
2021-04-25,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,20660.13
2021-04-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24183.97
2019-01-27,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12194.899999999998
2019-07-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13315.840000000002
2018-08-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26659.960000000003
2018-11-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,29509.019999999997
2019-08-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22406.060000000005
2019-08-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11366.54
2019-06-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16349.380000000001
2021-12-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19011.11
2020-05-31,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,21125.329999999998
2020-08-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24443.21
2021-10-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18084.949999999997
2021-11-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18468.309999999998
2019-10-06,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14335.919999999998
2021-10-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23161.32
2022-01-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18466.15
2020-02-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13163.94
2021-06-27,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15883.2
2019-05-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11638.28
2020-02-09,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11288.730000000001
2020-10-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,30369.940000000002
2018-06-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8754.54
2020-07-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23948.92
2018-10-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,27183.329999999998
2020-09-20,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23071.32
2020-04-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,21641.469999999998
2021-01-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14804.7
2020-12-06,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26229.99
2020-11-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,29920.039999999997
2021-11-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17591.500000000004
2021-02-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22162.760000000002
2018-03-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,21055.71
2019-05-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19097.239999999998
2021-09-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,31337.009999999995
2021-09-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12244.769999999997
2020-09-27,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16964.89
2020-07-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17899.309999999998
2020-05-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,27987.749999999996
2021-06-13,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16028.210000000001
2018-08-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11684.120000000003
2020-06-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22109.32
2018-12-16,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26747.260000000002
2018-12-09,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,58195.070000000014
2019-12-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,27149.499999999996
2019-02-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,7624.12
2019-08-25,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16481.85
2020-05-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,30474.070000000007
2020-03-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18760.56
2020-04-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23823.920000000006
2019-09-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16069.620000000003
2018-12-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24999.860000000004
2018-09-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,25666.14
2020-03-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17545.309999999998
2021-01-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18907.89
2020-04-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18394.47
2019-11-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19500.5
2019-12-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13357.140000000001
2020-10-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26603.929999999997
2021-01-31,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17514.630000000005
2021-12-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9496.32
2018-08-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11455.97
2020-06-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14494.619999999999
2020-03-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12713.69
2018-11-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23061.97
2019-09-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16455.15
2019-12-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13611.759999999998
2019-03-31,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8280.81
2021-01-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19763.12
2019-12-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26394.479999999996
2018-02-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23788.789999999997
2018-03-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14261.659999999998
2020-07-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16351.910000000002
2021-03-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17278.87
2020-01-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14970.789999999999
2019-09-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,76979.2
2018-10-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14355.260000000004
2020-01-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12200.340000000002
2018-04-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12863.729999999998
2021-05-02,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,29080.81
2020-11-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15029.83
2018-06-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24288.390000000003
2019-02-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16309.939999999999
2021-05-23,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18299.42
2019-02-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13991.220000000001
2018-07-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13038.46
2020-08-16,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26911.06
2018-01-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13874.999999999998
2018-02-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14376.680000000002
2020-01-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11592.86
2018-10-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14621.860000000004
2019-10-13,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23494.130000000005
2021-08-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16328.67
2019-08-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,34799.700000000004
2019-06-09,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9625.82
2018-07-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,40785.759999999995
2018-04-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,25883.61
2018-02-25,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9105.6899999999987
2018-06-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15338.659999999998
2018-02-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13841.31
2020-05-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18763.63
2018-01-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9652.25
2019-10-27,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14972.919999999996
2018-12-30,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,31389.399999999994
2020-11-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15757.790000000005
2021-08-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14846.87
2018-05-27,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14360.920000000004
2021-08-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,20537.51
2020-08-23,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14711.64
2019-02-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,28476.689999999995
2019-06-16,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26769.84
2019-12-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,31111.899999999998
2019-11-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,21989.520000000004
2020-08-30,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18582.54
2018-05-13,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,10768.7
2018-07-29,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16348.43
2019-07-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18231.200000000004
2021-06-06,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,20856.08
2020-12-20,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16878.49
2019-09-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12643.9
2019-04-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15909.710000000003
2019-06-30,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26054.309999999994
2021-08-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14289.660000000002
2021-04-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22879.420000000002
2019-10-20,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17091.95
2021-08-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18781.3
2019-01-20,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,7842.5399999999991
2019-03-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9627.19
2019-03-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,10405.47
2019-07-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9106.5
2021-12-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,35271.85
2021-07-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15663.150000000001
2018-04-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18426.4
2019-01-13,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9198.71
2021-02-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14103.510000000002
2020-12-27,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24290.41
2021-05-16,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12628.689999999999
2021-07-11,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,20416.34
2018-06-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12948.05
2018-11-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,5422.68
2018-09-16,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12565.92
2019-01-06,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,6897.41
2019-03-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9207.9100000000017
2020-09-06,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,30188.010000000006
2021-07-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,21917.18
2021-11-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18075.32
2019-04-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,36408.310000000005
2020-05-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,29031.390000000007
2021-05-30,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15461.229999999996
2020-11-15,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19256.150000000005
2018-07-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13211.199999999997
2018-05-20,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12796.459999999997
2020-01-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9746.98
2019-05-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14089.210000000001
2020-04-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,35404.990000000005
2020-08-09,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,21324.779999999995
2020-12-13,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,32994.369999999995
2018-08-12,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13938.539999999997
2020-03-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13489.989999999998
2021-03-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23018.55
2021-01-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,26831.799999999996
2018-09-09,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,12844.079999999998
2021-09-05,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17779.65
2018-05-06,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,33190.03
2020-02-16,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13337.17
2019-05-19,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19037.96
2020-02-23,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14622.849999999997
2021-12-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24905.679999999997
2019-11-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,20253.820000000003
2019-07-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13217.12
2018-01-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11079.630000000001
2019-04-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8794.1899999999987
2021-02-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18745.72
2020-03-08,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17370.49
2018-03-25,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18038.390000000003
2018-01-07,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8212.2400000000016
2021-02-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19338.270000000004
2018-09-30,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8739.0000000000018
2021-03-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,17531.76
2019-06-23,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11279.209999999997
2021-10-24,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,33752.63
2021-07-25,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,11053.909999999996
2018-09-23,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14642.400000000001
2018-12-23,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,23060.31
2021-09-26,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,10496.7
2021-10-31,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18122.25
2020-10-18,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,14558.699999999997
2019-09-01,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,24431.03
2021-05-09,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,18386.27
2019-03-10,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22911.08
2021-03-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,34436.890000000007
2021-10-03,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13092.01
2019-11-17,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,16002.929999999998
2018-10-28,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,15757.949999999997
2020-09-13,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22019.5
2018-04-22,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,9855.7199999999975
2021-04-04,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,13142.369999999999
2021-11-21,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,22289.63
2019-04-14,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,8613.619999999999
2020-10-25,2637,Hy-Vee #5 / Davenport,Davenport,SCOTT,19255.09
2020-05-17,3390,Okoboji Avenue Liquor,Milford,DICKINSON,33370.33
2019-08-25,3390,Okoboji Avenue Liquor,Milford,DICKINSON,27961.48
2018-10-07,3390,Okoboji Avenue Liquor,Milford,DICKINSON,16575.239999999998
2021-07-04,3390,Okoboji Avenue Liquor,Milford,DICKINSON,73677.58
2021-04-04,3390,Okoboji Avenue Liquor,Milford,DICKINSON,16807.11
2020-07-26,3390,Okoboji Avenue Liquor,Milford,DICKINSON,25778.68
2018-11-11,3390,Okoboji Avenue Liquor,Milford,DICKINSON,9291.73
2020-11-22,3390,Okoboji Avenue Liquor,Milford,DICKINSON,18679.09
2020-10-25,3390,Okoboji Avenue Liquor,Milford,DICKINSON,19633.35
2019-03-03,3390,Okoboji Avenue Liquor,Milford,DICKINSON,12707.65
2021-05-16,3390,Okoboji Avenue Liquor,Milford,DICKINSON,37587.56
2018-02-11,3390,Okoboji Avenue Liquor,Milford,DICKINSON,9742.74
2018-07-22,3390,Okoboji Avenue Liquor,Milford,DICKINSON,34224.36
2021-07-11,3390,Okoboji Avenue Liquor,Milford,DICKINSON,58729.649999999994
2020-10-11,3390,Okoboji Avenue Liquor,Milford,DICKINSON,19620.07
2018-08-12,3390,Okoboji Avenue Liquor,Milford,DICKINSON,22382.039999999997
2019-12-22,3390,Okoboji Avenue Liquor,Milford,DICKINSON,17016.370000000003
2018-10-14,3390,Okoboji Avenue Liquor,Milford,DICKINSON,14424.92
2020-01-12,3390,Okoboji Avenue Liquor,Milford,DICKINSON,13498.21
2021-12-12,3390,Okoboji Avenue Liquor,Milford,DICKINSON,29831.610000000004
2018-11-18,3390,Okoboji Avenue Liquor,Milford,DICKINSON,12354.970000000003
2019-09-22,3390,Okoboji Avenue Liquor,Milford,DICKINSON,17315.72
2019-09-08,3390,Okoboji Avenue Liquor,Milford,DICKINSON,23976.859999999997
2020-12-13,3390,Okoboji Avenue Liquor,Milford,DICKINSON,10990.840000000002
2019-09-15,3390,Okoboji Avenue Liquor,Milford,DICKINSON,15325.97
2020-09-13,3390,Okoboji Avenue Liquor,Milford,DICKINSON,26563.730000000003
2020-11-15,3390,Okoboji Avenue Liquor,Milford,DICKINSON,17091.87
2019-04-21,3390,Okoboji Avenue Liquor,Milford,DICKINSON,11160.619999999997
2019-02-17,3390,Okoboji Avenue Liquor,Milford,DICKINSON,14265.359999999999
2019-07-07,3390,Okoboji Avenue Liquor,Milford,DICKINSON,84669.3
2018-08-05,3390,Okoboji Avenue Liquor,Milford,DICKINSON,47784.529999999992
2020-07-19,3390,Okoboji Avenue Liquor,Milford,DICKINSON,24175.910000000003
2020-08-02,3390,Okoboji Avenue Liquor,Milford,DICKINSON,33747.21
2020-06-14,3390,Okoboji Avenue Liquor,Milford,DICKINSON,38660.659999999996
2020-09-06,3390,Okoboji Avenue Liquor,Milford,DICKINSON,36094.25
2018-03-11,3390,Okoboji Avenue Liquor,Milford,DICKINSON,11672.390000000001
2021-07-25,3390,Okoboji Avenue Liquor,Milford,DICKINSON,49568.930000000008
2020-10-04,3390,Okoboji Avenue Liquor,Milford,DICKINSON,17749.820000000003
2019-05-19,3390,Okoboji Avenue Liquor,Milford,DICKINSON,36883.92
2018-09-23,3390,Okoboji Avenue Liquor,Milford,DICKINSON,13699.09
2018-08-19,3390,Okoboji Avenue Liquor,Milford,DICKINSON,21727.97
2021-06-06,3390,Okoboji Avenue Liquor,Milford,DICKINSON,39026.4
2019-06-16,3390,Okoboji Avenue Liquor,Milford,DICKINSON,47228.4
